symbol,model,day,is_gap,entry,exit,result,pnl_pct
CRWV.US,A_OLD,2025-07-09,False,155.5554,152.44374000000002,STOP,-2.000354857497697
CRWV.US,A_OLD,2025-07-14,True,134.12399,132.30881250000002,CUTOFF,-1.3533578146608791
CRWV.US,A_OLD,2025-07-21,False,129.465336,125.26133800000001,STOP,-3.247199698303798
CRWV.US,A_OLD,2025-07-22,False,129.129,129.705115,CUTOFF,0.4461546205732374
CRWV.US,A_OLD,2025-07-29,False,110.91079999999998,108.68563,CUTOFF,-2.0062699033817966
CRWV.US,A_OLD,2025-07-31,True,116.67656,114.072935,CUTOFF,-2.231489341132438
CRWV.US,A_OLD,2025-08-04,False,107.37726999999998,105.956995,CUTOFF,-1.3226961348523534
CRWV.US,A_OLD,2025-08-05,False,108.08797999999999,111.78408,CUTOFF,3.4195291650376074
CRWV.US,A_OLD,2025-08-07,True,118.18806999999998,121.01946000000001,CUTOFF,2.3956648077932297
CRWV.US,A_OLD,2025-08-12,True,136.09596,146.94649,TP,7.972705435194419
CRWV.US,A_OLD,2025-08-15,True,99.54945,99.920015,CUTOFF,0.37224213694803276
CRWV.US,A_OLD,2025-08-20,False,90.4904,91.47424,CUTOFF,1.0872313527180792
CRWV.US,A_OLD,2025-08-21,False,94.10901499999999,91.45425,STOP,-2.8209465373747498
CRWV.US,A_OLD,2025-08-22,False,91.34124999999999,94.342805,TP,3.2860892532125527
